project,datetime,siteID,rType,rep,sublocation,SN,condUncal,tempC,SpC,wetdry,watershed,QAQC,lat,long,field_SpC
AIMS,2022-01-14T17:00:00Z,04M09_2,STIC,0,LS,21044167,2926.72,6.978336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T17:15:00Z,04M09_2,STIC,0,LS,21044167,2926.72,6.5733036,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T17:30:00Z,04M09_2,STIC,0,LS,21044167,2926.72,5.34765,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T17:45:00Z,04M09_2,STIC,0,LS,21044167,3098.88,4.1025504,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T18:00:00Z,04M09_2,STIC,0,LS,21044167,3615.36,3.261372,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T18:15:00Z,04M09_2,STIC,0,LS,21044167,3615.36,2.4101928,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T18:30:00Z,04M09_2,STIC,0,LS,21044167,3787.52,1.6562436,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T18:45:00Z,04M09_2,STIC,0,LS,21044167,3959.68,1.2212088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T19:00:00Z,04M09_2,STIC,0,LS,21044167,3959.68,1.002858,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T19:15:00Z,04M09_2,STIC,0,LS,21044167,3959.68,0.8928492,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T19:30:00Z,04M09_2,STIC,0,LS,21044167,3959.68,0.8928492,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T19:45:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.8928492,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T20:00:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.7839516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T20:15:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.7839516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T20:30:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.7839516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T20:45:00Z,04M09_2,STIC,0,LS,21044167,4304,0.6739428,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T21:00:00Z,04M09_2,STIC,0,LS,21044167,4304,0.452814,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T21:15:00Z,04M09_2,STIC,0,LS,21044167,4304,0.3428052,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T21:30:00Z,04M09_2,STIC,0,LS,21044167,4304,0.3428052,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T21:45:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.1211208,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T22:00:00Z,04M09_2,STIC,0,LS,21044167,4131.84,0.0100008,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T22:15:00Z,04M09_2,STIC,0,LS,21044167,4131.84,-0.2127948,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T22:30:00Z,04M09_2,STIC,0,LS,21044167,4131.84,-0.5489328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T22:45:00Z,04M09_2,STIC,0,LS,21044167,4131.84,-0.7739508,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T23:00:00Z,04M09_2,STIC,0,LS,21044167,4131.84,-1.113978,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T23:15:00Z,04M09_2,STIC,0,LS,21044167,4131.84,-1.5701256,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T23:30:00Z,04M09_2,STIC,0,LS,21044167,3959.68,-2.0301624,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-14T23:45:00Z,04M09_2,STIC,0,LS,21044167,3959.68,-2.261292,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T00:00:00Z,04M09_2,STIC,0,LS,21044167,3959.68,-2.4940884,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T00:15:00Z,04M09_2,STIC,0,LS,21044167,3787.52,-2.6102088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T00:30:00Z,04M09_2,STIC,0,LS,21044167,3787.52,-2.8441164,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T00:45:00Z,04M09_2,STIC,0,LS,21044167,3615.36,-2.9624592,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T01:00:00Z,04M09_2,STIC,0,LS,21044167,3615.36,-3.0791352,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T01:15:00Z,04M09_2,STIC,0,LS,21044167,505.72,-3.197478,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T01:30:00Z,04M09_2,STIC,0,LS,21044167,225.96,-3.197478,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T01:45:00Z,04M09_2,STIC,0,LS,21044167,107.6,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T02:00:00Z,04M09_2,STIC,0,LS,21044167,107.6,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T02:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.4341636,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T02:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.4341636,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T02:45:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.553062,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T03:00:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T03:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T03:30:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.7925256,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T03:45:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.7925256,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T04:00:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.7925256,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T04:15:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T04:30:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T04:45:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T05:00:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T05:15:00Z,04M09_2,STIC,0,LS,21044167,64.56,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T05:30:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T05:45:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T06:00:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T06:15:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T06:30:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T06:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T07:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T07:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T07:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.1525544,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T07:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.1525544,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T08:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.1525544,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T08:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.1525544,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T08:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.272564,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T08:45:00Z,04M09_2,STIC,0,LS,21044167,86.08,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T09:00:00Z,04M09_2,STIC,0,LS,21044167,86.08,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T09:15:00Z,04M09_2,STIC,0,LS,21044167,96.84,-3.553062,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T09:30:00Z,04M09_2,STIC,0,LS,21044167,96.84,-3.553062,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T09:45:00Z,04M09_2,STIC,0,LS,21044167,96.84,-3.4341636,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T10:00:00Z,04M09_2,STIC,0,LS,21044167,107.6,-3.4341636,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T10:15:00Z,04M09_2,STIC,0,LS,21044167,118.36,-3.197478,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T10:30:00Z,04M09_2,STIC,0,LS,21044167,118.36,-3.0791352,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T10:45:00Z,04M09_2,STIC,0,LS,21044167,129.12,-2.8441164,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T11:00:00Z,04M09_2,STIC,0,LS,21044167,129.12,-2.7274404,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T11:15:00Z,04M09_2,STIC,0,LS,21044167,129.12,-2.7274404,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T11:30:00Z,04M09_2,STIC,0,LS,21044167,129.12,-2.3774124,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T11:45:00Z,04M09_2,STIC,0,LS,21044167,139.88,-1.6840236,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T12:00:00Z,04M09_2,STIC,0,LS,21044167,150.64,-1.227876,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T12:15:00Z,04M09_2,STIC,0,LS,21044167,161.4,-1.4562276,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T12:30:00Z,04M09_2,STIC,0,LS,21044167,139.88,-1.7990328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T12:45:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.7990328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T13:00:00Z,04M09_2,STIC,0,LS,21044167,139.88,-1.3412184,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T13:15:00Z,04M09_2,STIC,0,LS,21044167,161.4,-1.113978,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T13:30:00Z,04M09_2,STIC,0,LS,21044167,172.16,-0.6622752,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T13:45:00Z,04M09_2,STIC,0,LS,21044167,182.92,-0.6622752,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T14:00:00Z,04M09_2,STIC,0,LS,21044167,150.64,-1.113978,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T14:15:00Z,04M09_2,STIC,0,LS,21044167,139.88,-1.3412184,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T14:30:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.227876,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T14:45:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.113978,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T15:00:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.113978,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T15:15:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.227876,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T15:30:00Z,04M09_2,STIC,0,LS,21044167,129.12,-1.3412184,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T15:45:00Z,04M09_2,STIC,0,LS,21044167,118.36,-1.4562276,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T16:00:00Z,04M09_2,STIC,0,LS,21044167,107.6,-1.914042,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T16:15:00Z,04M09_2,STIC,0,LS,21044167,96.84,-2.3774124,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T16:30:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.261292,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T16:45:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.261292,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T17:00:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.4940884,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T17:15:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.6102088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T17:30:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.7274404,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T17:45:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.8441164,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T18:00:00Z,04M09_2,STIC,0,LS,21044167,86.08,-2.9624592,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T18:15:00Z,04M09_2,STIC,0,LS,21044167,86.08,-3.0791352,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T18:30:00Z,04M09_2,STIC,0,LS,21044167,86.08,-3.197478,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T18:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T19:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T19:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T19:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T19:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T20:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.3163764,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T20:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.4341636,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T20:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.553062,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T20:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T21:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T21:15:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T21:30:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.553062,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T21:45:00Z,04M09_2,STIC,0,LS,21044167,75.32,-3.672516,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T22:00:00Z,04M09_2,STIC,0,LS,21044167,75.32,-4.0314336,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T22:15:00Z,04M09_2,STIC,0,LS,21044167,64.56,-4.636482,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T22:30:00Z,04M09_2,STIC,0,LS,21044167,64.56,-5.2493088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T22:45:00Z,04M09_2,STIC,0,LS,21044167,64.56,-5.9954796,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T23:00:00Z,04M09_2,STIC,0,LS,21044167,53.8,-6.3732876,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T23:15:00Z,04M09_2,STIC,0,LS,21044167,53.8,-6.6266412,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T23:30:00Z,04M09_2,STIC,0,LS,21044167,53.8,-6.8827728,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-15T23:45:00Z,04M09_2,STIC,0,LS,21044167,53.8,-7.0105608,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T00:00:00Z,04M09_2,STIC,0,LS,21044167,53.8,-7.1383488,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T00:15:00Z,04M09_2,STIC,0,LS,21044167,53.8,-7.2678036,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T00:30:00Z,04M09_2,STIC,0,LS,21044167,53.8,-7.2678036,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T00:45:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.2678036,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T01:00:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.0105608,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T01:15:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.0105608,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T01:30:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.1383488,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T01:45:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.397814,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T02:00:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.5278244,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T02:15:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.5278244,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T02:30:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.6578348,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T02:45:00Z,04M09_2,STIC,0,LS,21044167,43.04,-7.7878452,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T03:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.9184112,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T03:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-8.050644,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T03:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-8.1828768,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T03:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-8.314554,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T04:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-8.1828768,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T04:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-8.050644,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T04:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.7878452,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T04:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.397814,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T05:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.2678036,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T05:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.1383488,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T05:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-7.1383488,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T05:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.8827728,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T06:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.7544292,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T06:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.6266412,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T06:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.6266412,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T06:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.4994088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T07:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.2466108,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T07:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-6.1204896,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T07:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.9954796,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T07:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.8704696,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T08:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.372652,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T08:15:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.372652,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T08:30:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.2493088,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T08:45:00Z,04M09_2,STIC,0,LS,21044167,32.28,-5.003178,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T09:00:00Z,04M09_2,STIC,0,LS,21044167,32.28,-4.7581584,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T09:15:00Z,04M09_2,STIC,0,LS,21044167,43.04,-4.3931292,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T09:30:00Z,04M09_2,STIC,0,LS,21044167,43.04,-3.911424,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T09:45:00Z,04M09_2,STIC,0,LS,21044167,43.04,-3.197478,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T10:00:00Z,04M09_2,STIC,0,LS,21044167,53.8,-1.7990328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T10:15:00Z,04M09_2,STIC,0,LS,21044167,64.56,-0.4372572,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T10:30:00Z,04M09_2,STIC,0,LS,21044167,86.08,0.8928492,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T10:45:00Z,04M09_2,STIC,0,LS,21044167,139.88,3.0491328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T11:00:00Z,04M09_2,STIC,0,LS,21044167,398.12,2.302962,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T11:15:00Z,04M09_2,STIC,0,LS,21044167,796.24,3.578064,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T11:30:00Z,04M09_2,STIC,0,LS,21044167,462.68,2.8374492,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T11:45:00Z,04M09_2,STIC,0,LS,21044167,785.48,4.4153532,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T12:00:00Z,04M09_2,STIC,0,LS,21044167,1377.28,2.7302184,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T12:15:00Z,04M09_2,STIC,0,LS,21044167,1463.36,3.8930892,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T12:30:00Z,04M09_2,STIC,0,LS,21044167,1377.28,3.6830724,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T12:45:00Z,04M09_2,STIC,0,LS,21044167,1345,3.261372,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T13:00:00Z,04M09_2,STIC,0,LS,21044167,1377.28,2.6240988,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T13:15:00Z,04M09_2,STIC,0,LS,21044167,1377.28,3.8930892,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T13:30:00Z,04M09_2,STIC,0,LS,21044167,1549.44,5.450436,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T13:45:00Z,04M09_2,STIC,0,LS,21044167,1721.6,5.5526664,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T14:00:00Z,04M09_2,STIC,0,LS,21044167,1807.68,7.7828448,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T14:15:00Z,04M09_2,STIC,0,LS,21044167,1979.84,7.5828288,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T14:30:00Z,04M09_2,STIC,0,LS,21044167,1807.68,6.1666044,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T14:45:00Z,04M09_2,STIC,0,LS,21044167,1721.6,4.6231476,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T15:00:00Z,04M09_2,STIC,0,LS,21044167,1635.52,3.0491328,0,dry,KNZ,AB,39.079821,-96.581601,
AIMS,2022-01-16T15:15:00Z,04M09_2,STIC,0,LS,21044167,1549.44,2.9430132,0,dry,KNZ,AB,39.079821,-96.581601,
